8.464555228104280182e-01 -1.178452446357114880e+00 -1.956230576481208516e-01 3.180025344153529776e-01 -3.993449543669378987e-01 2.579557803262453319e-01 3.927656576259593302e-01 5.676607507323864210e-01 -2.482969441551350631e-01 1.202080169241836471e-01 7.955758384741412614e-01 5.432131961896986549e-01 -3.952629513335016997e-01 -1.327982023083264795e-01 3.094808189333333459e-01
8.581721865449362108e-01 -1.180651402602394873e+00 -1.958788899346801393e-01 3.159921473978678508e-01 -4.019388374918474449e-01 2.581520197064933186e-01 3.915677343256405152e-01 5.649416500240940220e-01 -2.309276043979995585e-01 1.268947485400349351e-01 7.869282221432987168e-01 5.501417914426132150e-01 -3.934066854208582709e-01 -1.393561834613716577e-01 3.042375006897161671e-01
7.250999612603201694e-01 -1.401336182266155195e+00 6.552024806250451860e-02 2.217752192369502329e-01 -2.673946945329004343e-01 2.146597860999972449e-02 3.025316994927636505e-01 -5.379671885402457221e-01 8.957053948891023631e-02 3.612615468543373815e-02 -1.865899735587536468e-01 -3.879784311922237494e-01 -4.436652673011043380e-01 4.422864466446797815e-02 5.672111099868009099e-01
-2.491603756941217218e-02 4.839770466313590980e-01 -7.064701023550289394e-01 -7.701733707554599961e-01 -3.942525527556784565e-02 -8.515989778060713278e-02 3.460432649427198637e-01 6.494938125465336831e-02 -6.173988810378371050e-02 -1.528259385707860241e-01 6.340520456026658980e-02 5.062190725109771972e-02 1.276656370586422840e-01 2.063515966335911500e-01 3.621332968706639233e-02
5.121201647538575763e-01 2.684747550040982866e-01 -7.181372085852363307e-01 -4.355416000332950066e-01 9.096761002974901658e-03 -1.190379094974588874e-02 -1.225186167244552427e-01 3.302430768951653550e-01 -1.923930996600045074e-01 -4.319912718784356676e-01 -4.629290282919773514e-01 5.237879487546238944e-02 -5.324113335227402821e-01 5.471699438822955619e-01 -2.337004893652963877e-01
-6.776729054707852917e-02 -5.314168249635727037e-02 -4.869573848677290484e-01 -8.984618872178061766e-01 -3.388043252203246092e-01 4.832680912579613575e-02 3.401355036435144696e-01 2.931392284525168868e-01 2.669265322171199273e-01 2.064015635579485950e-03 2.056450402009582235e-01 -2.150640359232180443e-01 -7.151390324742616655e-02 2.528789178305917429e-01 -3.531768366469498210e-01
2.639244057972509605e-01 5.323578753320927781e-01 -7.517337511351225299e-01 -8.042242419981355805e-01 1.001177058321922886e-01 -1.750368131568433849e-01 2.727088291844080303e-01 -1.934428885252221508e-01 1.972648726754623050e-01 -9.403144723462215915e-02 -4.457590605689821205e-03 6.025233077366765055e-02 1.472915443317469042e-01 1.800620539958182609e-01 -2.917116143540512407e-01
1.984697443001041117e-01 1.469518011487432607e-01 -5.313867262130248514e-01 -2.885164742839217422e-01 9.360645525452975235e-01 -9.143035697858384880e-01 4.379259392387299665e-01 6.988243893016889141e-02 3.061873326607517654e-01 1.494743219458902206e-01 1.592295959385965354e-01 9.706751048441351892e-02 6.812036959964110072e-02 2.403232423881348501e-01 -1.635914224770145808e-01
5.742569476058395628e-01 7.005623121188035984e-01 5.246185123690863539e-02 -1.271345376957289552e+00 7.186116862902581781e-01 3.395456690049443726e-01 -1.454547175654092861e-01 -5.909659940068508893e-02 2.354511480685133329e-01 -6.177473629847202857e-02 1.258625448821109327e-01 -3.352050324442033824e-02 4.447815399680462439e-02 -1.850162818522062269e-02 -1.140664125422398700e-01
3.850126550944671933e-01 -8.330836180655595280e-01 8.472867015022574888e-01 -7.511177908572274076e-01 7.318438012849860508e-01 1.370220255969875900e-01 -4.822350991033153567e-01 2.132116957251653233e-01 -2.016986046827845547e-02 -6.407058931645592814e-01 -4.014660489409764832e-01 -2.066936396574754475e-01 -7.203762363966145221e-01 1.026378680813922195e-01 -2.439001244747431574e-01
7.159876293067936048e-01 -3.528293704826443999e-01 -4.090295872521499398e-01 -3.458118747306405671e-01 -7.767100172326921736e-01 -9.749314955179136377e-02 -3.281236594176792920e-01 5.173855083087131046e-01 -1.893816226238566047e-01 -8.477300941751104990e-02 1.344594574795678343e-01 -2.649036493348018162e-01 -7.271118296025858019e-02 1.838513446114024008e-01 -1.042859635843018246e-01
